"CI_INV_ID"	"ASSET_DESC_ID"	"PURCHASE_OR_RENTAL"	"UNIQUE_ID"	"CI_ACQUIRED_DATE"	"CI_STATUS_CODE"	"CI_STATUS_DATE"
318	15	"PURCHASE"	"Serial No. 098123098"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
319	16	"PURCHASE"	"Serial No. 123409876"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
320	16	"PURCHASE"	"Serial No. 095678901"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
321	16	"PURCHASE"	"Serial No. 765567765"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
322	16	"PURCHASE"	"Serial No. 123123123"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
323	17	"PURCHASE"	"Serial No. 098890098"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
324	17	"PURCHASE"	"Serial No. 345678456"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
325	17	"PURCHASE"	"Serial No. 984523095"	01-SEP-2022 06:00:00 AM	"UNAVAIL "	02-SEP-2022 06:00:00 AM
430	228	"PURCHASE"	"Serial No. W88401233AX"	27-JUL-2022 09:02:08 AM	"UNAVAIL "	27-JUL-2022 09:02:13 AM
427	240	"PURCHASE"	"Serial No. W88401231AX"	27-JUL-2022 09:02:08 AM	"UNAVAIL "	27-JUL-2022 09:02:13 AM
429	238	"PURCHASE"	"Serial No. W88401232AX"	27-JUL-2022 09:02:08 AM	"UNAVAIL "	27-JUL-2022 09:02:13 AM
223	130	"PURCHASE"	"Serial No. 1087737102"	06-SEP-2022 10:12:12 AM	"AVAIL   "	07-SEP-2022 08:39:02 AM
445	210	"PURCHASE"	"Serial No. 124534890"	01-SEP-2022 12:00:00 AM	"UNAVAIL "	01-SEP-2022 12:00:00 AM
446	210	"PURCHASE"	"Serial No. 124534892"	01-SEP-2022 12:00:00 AM	"INREPAIR"	03-SEP-2022 12:00:00 AM
448	130	"PURCHASE"	"Serial No. 1087737103"	06-SEP-2022 10:26:19 AM	"INUSE   "	08-SEP-2022 01:18:53 PM
449	210	"PURCHASE"	"Serial No. 124534894"	01-SEP-2022 12:00:00 AM	"INUSE   "	01-SEP-2022 12:00:00 AM
456	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
457	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
458	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
459	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
461	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
462	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
464	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
468	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
469	244	"PURCHASE"	"Serial No. 5327269562"	03-JAN-2022 09:02:08 AM	"UNAVAIL "	03-JAN-2022 09:02:13 AM
476	247	"PURCHASE"	"Serial No. 098125431749"	02-SEP-2022 04:30:25 PM	"DISPOSED"	06-SEP-2022 04:30:25 PM
477	247	"PURCHASE"	"Serial No. 098125438356"	02-SEP-2022 04:30:25 PM	"INUSE   "	06-SEP-2022 04:30:25 PM
478	247	"PURCHASE"	"Serial No. 098125432706"	02-SEP-2022 04:30:25 PM	"UNAVAIL "	06-SEP-2022 04:30:25 PM
492	252	"PURCHASE"	"Serial No. 169852973"	14-AUG-2022 07:02:48 AM	"DISPOSED"	14-AUG-2022 07:02:48 PM
54	37	"PURCHASE"	"Serial No. 7894458456"	09-SEP-2022 09:51:53 PM	"INUSE   "	09-SEP-2022 10:24:47 PM
56	37	"PURCHASE"	"Serial No. 7894458457"	09-SEP-2022 09:52:08 PM	"AVAIL   "	09-SEP-2022 10:32:27 PM
503	14	"PURCHASE"	"Serial No. 192832379932"	22-JUL-2023 08:01:00 AM	"INUSE   "	25-JUL-2023 08:17:41 AM
504	253	"PURCHASE"	"Serial No. 169950120"	14-AUG-2022 07:02:48 AM	"INUSE   "	14-AUG-2022 07:02:48 PM
505	254	"PURCHASE"	"Serial No. 168546109 "	14-AUG-2022 07:02:48 AM	"UNAVAIL "	14-AUG-2022 07:02:48 PM
55	37	"PURCHASE"	"Serial No. 7894458458"	09-SEP-2022 09:52:19 PM	"DISPOSED"	11-SEP-2022 10:27:34 PM
900	900	"PURCHASE"	"Serial No. 999836987"	01-SEP-2022 12:00:00 AM	"AVAIL   "	01-SEP-2022 12:00:00 AM
901	900	"PURCHASE"	"Serial No. 999281997 "	01-SEP-2022 12:00:00 AM	"DISPOSED"	01-SEP-2022 12:00:00 AM
902	900	"PURCHASE"	"Serial No. 999356128"	01-SEP-2022 12:00:00 AM	"UNAVAIL "	01-SEP-2022 12:00:00 AM
903	905	"PURCHASE"	"Serial No. rJGu6VNYoK"	01-SEP-2022 12:00:00 AM	"UNAVAIL "	01-SEP-2022 12:00:00 AM
904	905	"PURCHASE"	"Serial No. jOJj0Jj3Pk"	01-SEP-2022 12:00:00 AM	"INUSE   "	01-SEP-2022 12:00:00 AM
905	905	"PURCHASE"	"Serial No. GLwbEAZQfB"	01-SEP-2022 12:00:00 AM	"UNAVAIL "	01-SEP-2022 12:00:00 AM
521	14	"PURCHASE"	"Serial No. 192832379936"	22-JUL-2023 08:08:13 AM	"AVAIL   "	23-JUL-2023 08:22:07 AM
522	14	"PURCHASE"	"Serial No. 192832379937"	22-JUL-2023 08:21:20 AM	"AVAIL   "	23-JUL-2023 08:43:15 AM
557	302	"PURCHASE"	"Serial No.6548239"	27-JUL-2022 10:21:21 AM	"INUSE   "	27-JUL-2022 10:21:26 AM
558	303	"PURCHASE"	"Serial No.3654897"	27-JUL-2022 10:31:21 AM	"INUSE   "	27-JUL-2022 10:31:26 AM
662	444	"PURCHASE"	"Serial No. 4545333"	05-AUG-2022 10:30:00 AM	"AVAIL   "	05-AUG-2022 10:30:00 AM
93	23	"PURCHASE"	"Serial No. 3567568912"	08-SEP-2022 02:08:45 PM	"AVAIL   "	08-SEP-2022 03:24:25 PM
94	23	"PURCHASE"	"Serial No. 3567568914"	08-SEP-2022 02:22:45 PM	"INUSE   "	10-SEP-2022 03:49:38 PM
95	23	"PURCHASE"	"Serial No. 3567568916"	08-SEP-2022 03:06:04 PM	"DISPOSED"	17-SEP-2022 04:12:15 PM
601	324	"PURCHASE"	"Serial No. 1"	08-SEP-2022 10:10:10 AM	"DISPOSED"	09-SEP-2022 10:10:10 AM
602	324	"PURCHASE"	"Serial No. 2"	08-SEP-2022 10:10:10 AM	"INUSE   "	08-SEP-2022 10:10:10 AM
603	324	"PURCHASE"	"Serial No. 3"	08-SEP-2022 10:10:10 AM	"AVAIL   "	08-SEP-2022 10:10:10 AM
844	271	"PURCHASE"	"SERIAL 000594"	07-SEP-2022 09:27:22 PM	"AVAIL   "	11-SEP-2022 09:27:22 PM
130	61	"PURCHASE"	"Serial No. 141234690"	01-AUG-2022 03:59:11 PM	"INUSE   "	06-AUG-2022 04:00:36 PM
135	62	"PURCHASE"	"Serial No. 18735541"	04-SEP-2022 05:43:21 PM	"INUSE   "	07-SEP-2022 04:16:37 PM
136	61	"PURCHASE"	"Serial No. 141234692"	01-AUG-2022 04:00:59 PM	"DISPOSED"	07-SEP-2022 09:18:02 AM
133	62	"PURCHASE"	"Serial No. 18997632"	04-SEP-2022 04:13:23 PM	"DISPOSED"	11-SEP-2022 10:40:05 AM
155	103	"PURCHASE"	"Serial No. 0000881"	28-AUG-2022 02:01:03 PM	"INREPAIR"	31-AUG-2022 11:16:23 AM
137	61	"PURCHASE"	"Serial No. 141234694"	01-AUG-2022 04:07:31 PM	"AVAIL   "	03-AUG-2022 02:11:41 PM
151	103	"PURCHASE"	"Serial No. 0000880"	28-AUG-2022 02:00:00 PM	"INUSE   "	29-AUG-2022 03:14:00 AM
156	103	"PURCHASE"	"Serial No. 0000882"	28-AUG-2022 02:01:27 PM	"AVAIL   "	28-AUG-2022 03:04:42 PM
217	123	"PURCHASE"	"Serial No. 889842925142"	12-MAR-2022 11:45:23 AM	"INUSE   "	14-MAR-2022 01:20:18 PM
218	123	"PURCHASE"	"Serial No. 889842925146 "	12-MAR-2022 11:47:30 AM	"INUSE   "	14-MAR-2022 01:44:35 PM
219	123	"PURCHASE"	"Serial No. 889842925151"	12-MAR-2022 11:49:54 AM	"INREPAIR"	08-AUG-2022 02:36:16 PM
220	125	"PURCHASE"	"Serial No. 012502638778"	28-JUN-2022 11:45:23 AM	"AVAIL   "	28-JUN-2022 11:54:38 AM
227	139	"PURCHASE"	"Serial No. 18549247"	21-AUG-2022 12:00:00 AM	"INUSE   "	21-AUG-2022 12:00:00 AM
228	139	"PURCHASE"	"Serial No. 18549259"	21-AUG-2022 12:00:00 AM	"INUSE   "	21-AUG-2022 12:00:00 AM
229	139	"PURCHASE"	"Serial No. 18549262"	21-AUG-2022 12:00:00 AM	"DISPOSED"	22-AUG-2022 12:00:00 AM
241	161	"PURCHASE"	"Serial No. 123AWFBH90"	14-AUG-2022 07:34:22 AM	"INUSE   "	14-AUG-2022 07:34:22 AM
242	161	"PURCHASE"	"Serial No. 123AWFVFD34"	14-AUG-2022 07:34:22 AM	"DISPOSED"	14-AUG-2022 07:34:22 AM
196	1483	"PURCHASE"	"Serial No. 5638394"	03-SEP-2022 12:00:00 AM	"DISPOSED"	07-SEP-2022 12:00:00 AM
243	161	"PURCHASE"	"Serial No. 123AWIORFH90"	14-AUG-2022 07:34:22 AM	"UNAVAIL "	14-AUG-2022 07:34:22 AM
244	161	"PURCHASE"	"Serial No. 123AWFBH90"	14-AUG-2022 07:34:22 AM	"UNAVAIL "	14-AUG-2022 07:34:22 AM
245	161	"PURCHASE"	"Serial No. 123AWFVFD34"	14-AUG-2022 07:34:22 AM	"DISPOSED"	14-AUG-2022 07:34:22 AM
246	161	"PURCHASE"	"Serial No. 123AWIORFH90"	14-AUG-2022 07:34:22 AM	"UNAVAIL "	14-AUG-2022 07:34:22 AM
247	161	"PURCHASE"	"Serial No. 123AWFBH90"	14-AUG-2022 07:34:22 AM	"UNAVAIL "	14-AUG-2022 07:34:22 AM
248	161	"PURCHASE"	"Serial No. 123AWFVFD34"	14-AUG-2022 07:34:22 AM	"DISPOSED"	14-AUG-2022 07:34:22 AM
249	161	"PURCHASE"	"Serial No. 123AWIORFH90"	14-AUG-2022 07:34:22 AM	"UNAVAIL "	14-AUG-2022 07:34:22 AM
253	21	"PURCHASE"	"Serial No. 141433690"	27-JUL-2022 09:02:08 AM	"UNAVAIL "	27-JUL-2022 09:02:13 AM
512	251	"PURCHASE"	"Serial No.173849234"	06-SEP-2022 12:00:00 AM	"INUSE   "	06-SEP-2022 12:00:00 AM
513	251	"PURCHASE"	"Serial No.173849276"	06-SEP-2022 12:00:00 AM	"DISPOSED"	06-SEP-2022 12:00:00 AM
559	304	"PURCHASE"	"Model no. RAX43-100NAS"	10-NOV-2022 08:02:25 AM	"UNAVAIL "	10-NOV-2022 08:12:25 AM
281	197	"PURCHASE"	"Serial No. 1643236530"	05-SEP-2022 10:45:50 AM	"INUSE   "	06-SEP-2022 09:45:50 AM
282	197	"PURCHASE"	"Serial No. 1643236532"	05-SEP-2022 10:45:50 AM	"DISPOSED"	06-SEP-2022 09:45:50 AM
283	197	"PURCHASE"	"Serial No. 1643236536"	05-SEP-2022 10:45:50 AM	"INUSE   "	06-SEP-2022 09:45:50 AM
561	305	"PURCHASE"	"Model no. RAX70-100NAS"	10-NOV-2022 08:02:25 AM	"INUSE   "	10-NOV-2022 08:12:25 AM
407	205	"PURCHASE"	"Serial No. 273613"	08-SEP-2022 10:30:00 AM	"INUSE   "	28-SEP-2022 10:30:00 AM
408	205	"PURCHASE"	"Serial No. 273614"	08-SEP-2022 10:30:00 AM	"INREPAIR"	30-SEP-2022 10:30:00 AM
1000	234	"PURCHASE"	"Serial No. 225566898"	04-AUG-2022 08:53:35 AM	"INUSE   "	04-AUG-2022 08:53:53 AM
1001	234	"PURCHASE"	"Serial No. 365978541"	04-AUG-2022 08:53:35 AM	"INUSE   "	04-AUG-2022 08:53:53 AM
1002	234	"PURCHASE"	"Serial No. 454545652"	04-AUG-2022 08:53:35 AM	"AVAIL   "	04-AUG-2022 08:53:53 AM
562	306	"PURCHASE"	"Model no. RAX30-100NAS"	10-NOV-2022 08:02:25 AM	"UNAVAIL "	10-NOV-2022 08:12:25 AM
996	352	"PURCHASE"	"New Serial No. 0011"	30-AUG-2022 12:00:00 AM	"AVAIL   "	09-SEP-2022 12:00:00 AM
997	352	"PURCHASE"	"Serial No. 0014786"	30-AUG-2022 12:00:00 AM	"INUSE   "	09-SEP-2022 12:00:00 AM
998	352	"PURCHASE"	"Serial No. 0014787"	30-AUG-2022 12:00:00 AM	"DISPOSED"	09-SEP-2022 12:00:00 AM
498	266	"PURCHASE"	"Serial Number 12345"	01-SEP-2022 12:00:00 AM	"INUSE   "	09-SEP-2022 09:32:50 PM
499	266	"PURCHASE"	"Serial Number 12345"	01-SEP-2022 12:00:00 AM	"INUSE   "	09-SEP-2022 09:32:50 PM
500	266	"PURCHASE"	"Serial Number 12345"	01-SEP-2022 12:00:00 AM	"DISPOSED"	09-SEP-2022 09:32:50 PM
712	6945	"purchase"	"Serial No. 163820287"	20-AUG-2022 12:00:00 AM	"INUSE   "	09-SEP-2022 12:00:00 AM
713	6945	"purchase"	"Serial No. 8392736371 "	20-AUG-2022 12:00:00 AM	"DISPOSED"	09-SEP-2022 12:00:00 AM
537	292	"PURCHASE"	"IMEI: 990012011001853"	31-AUG-2022 10:00:00 AM	"INUSE   "	31-AUG-2022 10:00:05 AM
714	6945	"purchase"	"Serial No. 553622629 "	20-AUG-2022 12:00:00 AM	"UNAVAIL "	09-SEP-2022 12:00:00 AM
538	292	"PURCHASE"	"IMEI: 990012013298101"	31-AUG-2022 10:00:00 AM	"INUSE   "	31-AUG-2022 10:00:05 AM
539	292	"PURCHASE"	"IMEI: 990012017103968"	31-AUG-2022 10:00:00 AM	"INREPAIR"	31-AUG-2022 10:00:05 AM
544	1001	"PURCHASE"	"Serial No. 4235164"	22-AUG-2022 09:30:33 AM	"INREPAIR"	08-SEP-2022 09:50:33 AM
545	1001	"PURCHASE"	"Serial No. 4235134"	22-AUG-2022 09:30:33 AM	"AVAIL   "	22-AUG-2022 09:50:33 AM
546	1001	"PURCHASE"	"Serial No. 4235364"	22-AUG-2022 09:30:33 AM	"UNAVAIL "	22-AUG-2022 10:00:33 AM
547	261	"PURCHASE"	"Serial No. 1223"	06-OCT-2022 08:53:07 AM	"AVAIL   "	06-OCT-2022 08:53:07 AM
548	264	"PURCHASE"	"Serial No. 9832"	06-OCT-2022 08:54:07 AM	"INUSE   "	06-OCT-2022 08:54:07 AM
549	265	"PURCHASE"	"Serial No. 3743"	06-OCT-2022 08:55:07 AM	"INUSE   "	06-OCT-2022 08:55:07 AM
563	304	"PURCHASE"	"Model no. RAX43-100NAS"	10-NOV-2022 08:02:25 AM	"DISPOSED"	10-NOV-2022 08:12:25 AM
581	307	"PURCHASE"	"Serial No. 155677840"	05-SEP-2022 09:36:12 AM	"DISPOSED"	05-SEP-2022 09:36:30 AM
582	307	"PURCHASE"	"Serial No. 1556839"	05-SEP-2022 09:36:12 AM	"INUSE   "	05-SEP-2022 09:38:14 AM
583	307	"PURCHASE"	"Serial No. 155677838"	05-SEP-2022 09:36:12 AM	"UNAVAIL "	05-SEP-2022 09:39:19 AM
599	321	"PURCHASE"	"Serial No.1144578"	20-AUG-2020 10:30:07 AM	"INUSE   "	20-AUG-2020 10:30:38 AM
600	321	"PURCHASE"	"Serial No.1144578"	20-AUG-2020 10:30:07 AM	"UNAVAIL "	20-AUG-2020 10:30:38 AM
604	325	"PURCHASE"	"Serial No. 458931571"	08-AUG-2022 01:01:01 AM	"INUSE   "	08-AUG-2022 01:01:13 AM
605	325	"PURCHASE"	"Serial No. 458931660"	08-AUG-2022 01:01:01 AM	"DISPOSED"	08-AUG-2022 01:01:13 AM
606	325	"PURCHASE"	"Serial No. 458931992"	08-AUG-2022 01:01:01 AM	"AVAIL   "	08-AUG-2022 01:01:13 AM
621	329	"PURCHASE"	"Serial No. 123658429"	29-AUG-2022 10:11:45 AM	"INUSE   "	29-AUG-2022 10:11:49 AM
622	329	"PURCHASE"	"Serial No. 95486324"	30-AUG-2022 11:14:02 AM	"DISPOSED"	30-AUG-2022 11:56:06 AM
623	329	"PURCHASE"	"Serial No. 56985463"	29-AUG-2022 08:30:16 AM	"UNAVAIL "	29-AUG-2022 08:30:19 AM
843	271	"PURCHASE"	"SERIAL 000595"	07-SEP-2022 09:27:22 PM	"DISPOSED"	11-SEP-2022 09:27:22 PM
842	271	"PURCHASE"	"SERIAL 000596"	07-SEP-2022 09:27:22 PM	"INUSE   "	11-SEP-2022 09:27:22 PM
651	340	"PURCHASE"	"SERIAL NO.160823241"	08-MAR-2022 10:57:02 AM	"INUSE   "	08-MAR-2022 10:57:56 AM
652	341	"PURCHASE"	"SERIAL NO.160823242"	08-MAR-2022 10:57:02 AM	"UNAVAIL "	08-MAR-2022 10:57:56 AM
653	342	"PURCHASE"	"SERIAL NO.160823243"	08-MAR-2022 10:57:02 AM	"INUSE   "	08-MAR-2022 10:57:56 AM
663	356	"PURCHASE"	"SN: DCBA1003"	01-SEP-2022 09:02:08 AM	"UNAVAIL "	01-SEP-2022 09:02:58 AM
664	356	"PURCHASE"	"SN: DCBA1001"	01-SEP-2022 09:02:08 AM	"INUSE   "	01-SEP-2022 09:02:58 AM
665	356	"PURCHASE"	"SN: DCBA1002"	01-SEP-2022 09:02:08 AM	"DISPOSED"	01-SEP-2022 09:02:58 AM
680	360	"PURCHASE"	"Serial No. 235689470"	02-SEP-2022 09:23:03 AM	"DISPOSED"	02-SEP-2022 09:23:03 AM
668	357	"PURCHASE"	"Serial No. WUS7VB3XEMDZ"	05-SEP-2022 10:20:21 AM	"INUSE   "	05-SEP-2022 10:20:22 AM
669	357	"PURCHASE"	"Serial No. CEWP2HNMRF7Y"	05-SEP-2022 10:20:24 AM	"DISPOSED"	08-SEP-2022 11:08:08 AM
670	357	"PURCHASE"	"Serial No. KGW8J7XQ56PZ"	05-SEP-2022 10:20:27 AM	"UNAVAIL "	05-SEP-2022 10:20:28 AM
681	360	"PURCHASE"	"Serial No. 445588716"	02-SEP-2022 09:23:03 AM	"INUSE   "	02-SEP-2022 09:23:03 AM
1	1	"IN-HOUSE"	"Built by Suzanne Johnson in IT Help Dept."	14-APR-2020 08:50:13 AM	"DISPOSED"	10-JAN-2021 10:40:51 AM
2	2	"PURCHASE"	"Serial No. 09872356"	10-JAN-2021 10:17:42 AM	"UNAVAIL "	10-JAN-2021 10:17:42 AM
3	3	"PURCHASE"	"License Key: WQ2SS-G2H98-23GGT-D3F5H-S23D4"	10-JAN-2021 10:20:12 AM	"UNAVAIL "	10-JAN-2021 10:20:12 AM
4	4	"PURCHASE"	"License Key: AA22S-PT6Y5-G6F3H-K23D4-2H99L"	10-JAN-2021 10:22:55 AM	"UNAVAIL "	10-JAN-2021 10:22:55 AM
5	5	"PURCHASE"	"License Key: ORCL-66BAW-72R3R-W29JB-QZA88"	10-JAN-2021 10:29:35 AM	"UNAVAIL "	10-JAN-2021 10:29:35 AM
6	6	"IN-HOUSE"	"Built by Suzanne Johnson in IT Help Dept."	10-JAN-2021 08:15:53 AM	"UNAVAIL "	10-JAN-2021 08:15:53 AM
7	7	"PURCHASE"	"Serial No. 09347822"	20-FEB-2021 08:37:10 AM	"INUSE   "	26-FEB-2021 03:06:25 PM
8	7	"PURCHASE"	"Serial No. 09347823"	20-FEB-2021 08:37:42 AM	"INUSE   "	26-FEB-2021 03:08:56 PM
9	7	"PURCHASE"	"Serial No. 09347824"	20-FEB-2021 08:38:08 AM	"AVAIL   "	26-FEB-2021 03:11:02 PM
10	7	"PURCHASE"	"Serial No. 09347825"	20-FEB-2021 08:38:31 AM	"AVAIL   "	26-FEB-2021 03:11:24 PM
11	7	"PURCHASE"	"Serial No. 09347826"	20-FEB-2021 08:38:59 AM	"AVAIL   "	26-FEB-2021 03:22:41 PM
12	7	"PURCHASE"	"Serial No. 09347827"	20-FEB-2021 08:39:21 AM	"AVAIL   "	26-FEB-2021 03:24:01 PM
13	7	"PURCHASE"	"Serial No. 09347828"	20-FEB-2021 08:39:39 AM	"AVAIL   "	26-FEB-2021 03:25:14 PM
14	7	"PURCHASE"	"Serial No. 09347829"	20-FEB-2021 08:39:57 AM	"AVAIL   "	26-FEB-2021 03:27:30 PM
15	7	"PURCHASE"	"Serial No. 09347830"	20-FEB-2021 08:40:30 AM	"AVAIL   "	26-FEB-2021 03:27:45 PM
16	7	"PURCHASE"	"Serial No. 09347831"	20-FEB-2021 08:40:54 AM	"AVAIL   "	26-FEB-2021 03:28:28 PM
17	8	"PURCHASE"	"License Key: VK7JG-NQWTM-C97JM-9MPGT-3V66T"	20-FEB-2021 08:52:04 AM	"INUSE   "	26-FEB-2021 03:06:35 PM
18	8	"PURCHASE"	"License Key: VK7JG-NQWTM-C97JM-9ABZT-3V43G"	20-FEB-2021 08:53:34 AM	"INUSE   "	26-FEB-2021 03:10:16 PM
19	8	"PURCHASE"	"License Key: VK7JG-AKLTM-C97JM-8Q3GT-2S96T"	20-FEB-2021 08:54:45 AM	"AVAIL   "	26-FEB-2021 03:11:10 PM
20	8	"PURCHASE"	"License Key: DFO89-IU778-C87TR-9ABZT-3V32T"	20-FEB-2021 08:56:00 AM	"AVAIL   "	26-FEB-2021 03:11:31 PM
21	8	"PURCHASE"	"License Key: WK49E-BV567-W38JH-S8J4K-2TY78"	20-FEB-2021 08:57:18 AM	"AVAIL   "	26-FEB-2021 03:22:52 PM
22	8	"PURCHASE"	"License Key: H8T02-MI34J-SD8F4E-XCY33-P83W2"	20-FEB-2021 08:59:11 AM	"AVAIL   "	26-FEB-2021 03:24:25 PM
23	8	"PURCHASE"	"License Key: HER66-3RT5J-LK239-NUWX6-2D3F5"	20-FEB-2021 09:01:26 AM	"AVAIL   "	26-FEB-2021 03:26:21 PM
24	8	"PURCHASE"	"License Key: WOP9Q-12NN4-GHS7E-KJ2K4-K9S3G"	20-FEB-2021 09:03:06 AM	"AVAIL   "	26-FEB-2021 03:27:36 PM
25	8	"PURCHASE"	"License Key: B3W9S-E4B77-K9L2H-EE448-XZ21C"	20-FEB-2021 09:04:33 AM	"AVAIL   "	26-FEB-2021 03:27:51 PM
26	8	"PURCHASE"	"License Key: G3F2R-H56K8-HB2H3-QWX2Z-AS7G6"	20-FEB-2021 09:05:58 AM	"AVAIL   "	26-FEB-2021 03:28:46 PM
27	9	"PURCHASE"	"Serial No. 8722345109"	30-APR-2021 01:30:15 PM	"INUSE   "	01-MAY-2021 10:44:43 AM
28	9	"PURCHASE"	"Serial No. 8722345110"	30-APR-2021 01:31:22 PM	"AVAIL   "	30-APR-2021 02:03:45 PM
29	9	"PURCHASE"	"Serial No. 8722345111"	30-APR-2021 01:32:31 PM	"AVAIL   "	30-APR-2021 02:05:33 PM
30	9	"PURCHASE"	"Serial No. 8722345115"	30-APR-2021 01:33:47 PM	"AVAIL   "	30-APR-2021 02:07:37 PM
31	9	"PURCHASE"	"Serial No. 8722345116"	30-APR-2021 01:34:00 PM	"AVAIL   "	30-APR-2021 02:09:05 PM
32	10	"PURCHASE"	"License Key: UYT78-345RT-WX67D-ESWAQ-33F4P"	30-APR-2021 01:35:11 PM	"INUSE   "	01-MAY-2021 10:45:00 AM
33	10	"PURCHASE"	"License Key: H23E4-G76D5-3J4SA-5N3K2-AA223"	30-APR-2021 01:36:24 PM	"AVAIL   "	30-APR-2021 02:04:15 PM
34	10	"PURCHASE"	"License Key: SLOE8-RNFU2-EI28S-48FK3-ER87U"	30-APR-2021 01:37:31 PM	"AVAIL   "	30-APR-2021 02:06:18 PM
35	10	"PURCHASE"	"License Key: 783KD-9HJ37-FYE64-GJDYE-9DM38"	30-APR-2021 01:38:44 PM	"AVAIL   "	30-APR-2021 02:08:08 PM
36	10	"PURCHASE"	"License Key: QWX44-3JRY8-ERR8K-8U7Y6-K82D1"	30-APR-2021 01:39:37 PM	"AVAIL   "	30-APR-2021 02:09:39 PM
37	11	"PURCHASE"	"Serial No. H432891109Q"	15-SEP-2021 02:43:19 PM	"AVAIL   "	15-SEP-2021 03:51:22 PM
38	12	"PURCHASE"	"Serial No. 8374658261"	09-JAN-2022 10:04:11 AM	"DISPOSED"	22-JAN-2022 04:28:28 PM
39	12	"PURCHASE"	"Serial No. 6351097098"	09-JAN-2022 10:05:25 AM	"INUSE   "	14-JAN-2022 10:56:00 AM
40	12	"PURCHASE"	"Serial No. 1827364826"	09-JAN-2022 10:06:37 AM	"INUSE   "	14-JAN-2022 10:56:37 AM
41	12	"PURCHASE"	"Serial No. 1284509085"	09-JAN-2022 10:07:42 AM	"AVAIL   "	09-JAN-2022 04:30:50 PM
42	12	"PURCHASE"	"Serial No. 1109339546"	09-JAN-2022 10:08:57 AM	"INUSE   "	22-JAN-2022 04:40:33 PM
43	12	"PURCHASE"	"Serial No. 1839491222"	09-JAN-2022 10:09:46 AM	"AVAIL   "	09-JAN-2022 04:35:16 PM
44	12	"PURCHASE"	"Serial No. 2736481091"	09-JAN-2022 10:10:54 AM	"AVAIL   "	09-JAN-2022 04:36:04 PM
45	12	"PURCHASE"	"Serial No. 1846512315"	09-JAN-2022 10:11:59 AM	"AVAIL   "	09-JAN-2022 04:36:55 PM
46	13	"PURCHASE"	"License Key: IWQ23-934KF-8HYTE-IYTR7-UW654"	09-JAN-2022 10:14:53 AM	"DISPOSED"	22-JAN-2022 04:28:47 PM
47	13	"PURCHASE"	"License Key: 33HY7-99JU7-36FT5-5T567-HGF54"	09-JAN-2022 10:15:46 AM	"INUSE   "	14-JAN-2022 10:56:21 AM
48	13	"PURCHASE"	"License Key: D75W3-457GN-M0L5A-K9Y63-KI823"	09-JAN-2022 10:16:30 AM	"INUSE   "	14-JAN-2022 10:59:57 AM
49	13	"PURCHASE"	"License Key: W906D-JR08Q-XAY65-CF346-H7J85"	09-JAN-2022 10:17:22 AM	"AVAIL   "	09-JAN-2022 04:31:26 PM
50	13	"PURCHASE"	"License Key: TYE54-3GD5H-76KJH-WET54-01GGF"	09-JAN-2022 10:18:09 AM	"INUSE   "	22-JAN-2022 04:48:17 PM
51	13	"PURCHASE"	"License Key: S812H-KJ46F-8KE6D-RY63J-LQQ84"	09-JAN-2022 10:19:40 AM	"AVAIL   "	09-JAN-2022 04:35:34 PM
52	13	"PURCHASE"	"License Key: D347J-KDHE6-28FH4-J58K9-D7283"	09-JAN-2022 10:20:42 AM	"AVAIL   "	09-JAN-2022 04:35:34 PM
53	13	"PURCHASE"	"License Key: W37R4-K876K-FTEUW-E722J-L8UU7"	09-JAN-2022 10:21:51 AM	"AVAIL   "	09-JAN-2022 04:37:17 PM
